"LINE","MODIFIED","UNIQUE_ID","LABEL_TYPE","PRINTER_ID","ENABLED","PRINTER_TYPE","IP_ADDRESS","PORT","GROUP_ID","LANGUAGE","PRINTER_DPI","PROCESS_ORDER","MATERIAL","MATERIAL_TYPE","MATERIAL_DESCRIPTION","SHELF_LIFE_UOM","SHELF_LIFE","SHELF_LIFE_RULE","BATCH_NUMBER","REQUIRED_RESOURCE","PLANT","LOCATION_ID","DATE_OF_MANUFACTURE","EXPIRY_DATE","PROD_EAN","PROD_VARIANT","BASE_QUANTITY","PROD_UOM","BASE_EAN","BASE_VARIANT","PROD_QUANTITY","BASE_UOM","CUSTOMER_ID","CUSTOMER_NAME","PRINT_COPIES","MODULE_ID","OVERRIDE_MANUFACTURE_DATE","OVERRIDE_EXPIRY_DATE","OVERRIDE_BATCH_PREFIX","BATCH_PREFIX","BATCH_SUFFIX","REPORT_TYPE","MODULE_TYPE","REPORT_FILENAME","PART_NO","LAYERS"
"CETEC 2","Y","2094154e-a6a9-45bf-a49b-5f54582452dd","Pallet","CETEC 2","Y","Zebra","10.0.0.112","9100","Pallet","ZPL","200","102944","8010242","FERT","COMPY R. PEQ POLLO Y sql server 3 KG","D","365","=","3077102944","CETEC2","0925","WH-ALM2","18-Mar-2023 12:41:01","17-Mar-2024 00:00:00","08480000157430","00","64.000","UNI","18480000157437","00","256.000","BOX","10643","MERCADONA, S.A.","1","RPT_MERCADONA_PAL","N","N","N","3077102944","","Label","USER","zebra_200dpi_pallet_label_a5_cdf_val10643.lbl","","8"
